id,post_date,post_status,post_title,post_content,post_excerpt,post_type,ping_status,comment_status,post_categories,actividad_destino
3312,13/06/13 13:30,publish,Sabor a Cabo,"Sobre el festival gastronÌ_mico ‰ÛÏSabor a Cabo 2013"", tras el enorme Ì©xito obtenido en 2012 donde se contÌ_ con la participaciÌ_n de mÌÁs de 40 stands deåÊ los mejores restaurantes de Los Cabos, ademas de estaråÊ presentes åÊ 5åÊ casasåÊ deåÊ vino, åÊ stands de tequilas, de mezcal y de platillos tÌ_picos de la regiÌ_nåÊ que los mas de 1200 asistentes a este gran festival pudieronåÊ saborear, se preparan ya para la versiÌ_n 2013 en diciembre.
&nbsp;
<img class=""size-medium wp-image-3313 aligncenter"" alt=""523060_455312291173936_650812442_n"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/06/523060_455312291173936_650812442_n-300x300.png"" width=""300"" height=""300"" />
&nbsp;
<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/06/SABOR-A-CABO_9.png""><img class=""aligncenter size-medium wp-image-3314"" alt=""SABOR A CABO_9"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/06/SABOR-A-CABO_9-201x300.png"" width=""201"" height=""300"" /></a>",,eventos,closed,closed,,
3315,13/06/13 13:31,publish,De Bellas y Bestias,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/06/BELLAS-Y-BESTIAS.jpg""><img class=""aligncenter size-medium wp-image-3316"" alt=""BELLAS Y BESTIAS"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/06/BELLAS-Y-BESTIAS-300x199.jpg"" width=""300"" height=""199"" /></a>",,eventos,closed,closed,,
3317,13/06/13 13:32,publish,El Ganzo Film Club,,,eventos,closed,closed,,
3318,13/06/13 13:33,publish,Apertura Rock&Brews,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/06/ROCKBREWS.jpg""><img class=""aligncenter size-medium wp-image-3319"" alt=""ROCK&amp;BREWS"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/06/ROCKBREWS-159x300.jpg"" width=""159"" height=""300"" /></a>",,eventos,closed,closed,,
3773,09/08/13 22:14,publish,Los Cabos con conectividad aÌ©rea robusta,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Conectividad-Aerea.jpg""><img class=""alignleft size-medium wp-image-3774"" alt=""Conectividad-Aerea"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Conectividad-Aerea-224x300.jpg"" width=""224"" height=""300"" /></a>Los Cabos ha sido un caso de Ì©xito al lograr una conectividad aÌ©rea robusta donde hoteleros, incluyendo al Consejo Coordinador Empresarial local, a Grupo Aeroportuario del PacÌ_fico, la SecretarÌ_a de Turismo de Baja California Sur, y el Fideicomiso de Turismo han establecido estrategias para generar mÌÁs turismo domÌ©stico y extranjero.
AsÌ_ lo considera RubÌ©n ReachÌ_, secretario de Turismo de Baja California Sur, quien destaca que en los primeros cinco meses del aÌ±o, el sector creciÌ_ 10.2 por ciento frente al mismo periodo del 2012.
‰ÛÏCuando se habla de conectividad aÌ©rea en destinos turÌ_sticos abordamos un tema que cada dÌ_a cobra mÌÁs importancia. Es una herramienta indispensable y eficaz para el desarrollo y crecimiento de los destinos principalmente los de sol y playa‰Û.
A decir del funcionario, un destino podrÌÁ tener una gran industria hotelera gastronomÌ_a excepcional y altos niveles de servicio, pero al no contar con la conectividad aÌ©rea suficiente y equilibrada que permita el arribo de turistas nacionales y extranjeros tenderÌÁ a entrar en crisis la cual se harÌÁ cada vez mÌÁs profunda y ocasionarÌÁ el deterioro del servicio.
‰ÛÏComo la experiencia nos ha demostrado, recuperar un destino turÌ_stico que ha entrado en crisis costarÌÁ mucho tiempo y recursos‰Û, sostiene en una columna realizada para un periÌ_dico de circulaciÌ_n nacional.
‰ÛÏHay destinos que dependen solamente de la conectividad aÌ©rea para allegarse turismo pero es recomendable que aquellos que cuenten con conectividad carretera busquen equilibrio entre ambos accesos ya que el turista que arriba por medio de aviÌ_n por lo general cuenta con un poder adquisitivo mayor y genera mÌÁs derrama econÌ_mica‰Û, aÌ±ade.
Al cuestionar cÌ_mo desarrollar una conectividad aÌ©rea exitosa, considera que el destino de una manera estructurada deberÌÁ trabajar en su conectividad y lo mÌÁs recomendable es que los miembros del gremio hotelero incluyendo el tiempo compartido autoridades locales, aeropuerto y fideicomisos de promociÌ_n, deberÌÁn estar alineados en una misma estrategia donde se tratarÌÁ de entender el estado de las rutas aÌ©reas actuales porcentaje de ocupaciÌ_n por ruta y aerolÌ_nea entendido como la relaciÌ_n existente entre los asientos totales disponibles comparados contra los asientos realmente ocupados e identificar las amenazas de que alguna aerolÌ_nea deje de volar o alguna ruta estÌ© decayendo.
AhÌ_, afirma, es donde se deberÌÁn marcar los objetivos a definir de manera conjunta para tomar acciones correctivas, pues asÌ_ los recursos econÌ_micos se aplicarÌÁn de manera estudiada y consensuada ya que se tendrÌÁ claridad de con quÌ© lÌ_neas aÌ©reas trabajar del verdadero origen de los turistas y las temporadas en que se deben realizar los esfuerzos promocionales.",,post,open,open,En Ruta:en-ruta,
3769,09/08/13 22:08,publish,TURISMO DE AVENTURA Y ECOTURISMO EN LOS CABOS,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Turismo-de-aventura1.jpg""><img class=""alignleft size-medium wp-image-3770"" alt=""Turismo-de-aventura"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Turismo-de-aventura1-200x300.jpg"" width=""200"" height=""300"" /></a>Por ubicarse en una zona donde se mezclan dos escenarios naturales completamente contrarios: el desierto ÌÁrido y la costa tropical, Los Cabos se convierte en un destino perfecto para el eco-turismo y el turismo de aventura.
Con inmejorables instalaciones, instrucciÌ_n profesional, bellos paisajes y con la infraestructura necesaria para gozar de la naturaleza, Los Cabos cuenta con todo tipo de actividades disponibles para cualquier gusto.
Entre las actividades que se pueden realizar en Los Cabos, se encuentran: las excursiones Todo Terreno, 4X4 y ATV, senderismo, paseo a caballo, bicicleta de montaÌ±a, tirolesa, bungee, kitesurfing, paracaidismo, paseo en barco, kayak, esnorquelear, bucear, asÌ_ como surf y boogie.",,post,open,open,Los Cabos Actual:los-cabos-actual,
3765,09/08/13 22:06,publish,"LOS CABOS, UN DESTINO EN CONSTANTE CRECIMIENTO","<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/LC-en-constante-crecimiento1.jpg""><img class=""alignleft size-medium wp-image-3766"" alt=""LC-en-constante-crecimiento"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/LC-en-constante-crecimiento1-300x198.jpg"" width=""300"" height=""198"" /></a>A principios de julio, el licenciado RubÌ©n Reachi, Secretario de Turismo de Baja California Sur, junto con el licenciado Eduardo Segura Vehovec, Director del Fideicomiso de Turismo de Los Cabos, revelaron en conferencia de prensa que la tasa de crecimiento en Los Cabos durante los primeros cinco meses del aÌ±o en el turismo internacional fue del 12 por ciento.
Al recordar que el 2013 fue el mejor aÌ±o para Los Cabos, rompiendo el rÌ©cord con un millÌ_n 509 mil turistas, este se preveÌ_a un crecimiento del 4.5 al 5 por ciento, sin embargo, el crecimiento ha sido del 10.2 por ciento, segÌ¼n cifras del Aeropuerto.
RubÌ©n Reachi informÌ_ que Los Cabos continÌ¼a trabajando con su ComitÌ© de Rutas y se ha confirmado 9.2 por ciento mÌÁs de asientos de aviÌ_n disponibles para este destino. Lo que permite prever una cifra de 7.5 por ciento de crecimiento en el nÌ¼mero de turistas.
En lo que resta del aÌ±o, se adelantÌ_ que habrÌÁn diversos eventos como el ‰ÛÏCabo Comedy Festival‰Û, que tendrÌÁ lugar del 2 al 6 de octubre y que recaudarÌÁ fondos para el DIF local; el torneo ‰ÛÏBillfish‰Û, con una bolsa de tres millones de dÌ_lares; ‰ÛÏSabor a Cabo‰Û que tendrÌÁ lugar en diciembre; y el ‰ÛÏBaja International Film Festival‰Û, que tendrÌÁ lugar del 13 al 19 de noviembre.",,post,open,open,EntÌ©rate:enterate,
3759,09/08/13 22:05,publish,LOS CABOS MANTIENE CONSTANTE PROMOCIÌÒN EN BRASIL,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Los-Cabos-Brasil1.jpg""><img class=""alignleft size-medium wp-image-3760"" alt=""Los Cabos- Brasil"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Los-Cabos-Brasil1-300x199.jpg"" width=""300"" height=""199"" /></a>El Fideicomiso de Turismo de Los Cabos promueve continuamente en Brasil la riqueza de este destino turÌ_stico y uno de los acuerdos mÌÁs importantes ha sido la negociaciÌ_n con el tour operador CVC, el mÌÁs grande de Brasil, con 742 locaciones propias y mÌÁs de 13 mil agentes afiliados.
Una iniciativa importante que se ha logrado en Brasil, es que un grupo de tour operadores, los mÌÁs importantes del mercado, estÌÁn ya ofreciendo y promoviendo a Los Cabos, ademÌÁs el CPTM y el CVC aportarÌÁn un monto de 50 mil dÌ_lares para la promociÌ_n del destino, aportando 25 mil cada uno.
Destaca que del 6 al 8 de septiembre tendrÌÁ lugar la 41å¡ ABAV-Feria de Turismo de Las AmÌ©ricas en la ciudad de Sao Paulo, donde Los Cabos participarÌÁ en el stand de MÌ©xico, posteriormente del 9 al 12 del mismo mes, tendrÌÁ lugar un seminario y trade show del destino en conjunto con la ABAV, para tour operadores, agentes de viaje y agencias de incentivos en Brasil.",,post,open,open,PromociÌ_n Los Cabos:promocion-los-cabos,
3544,17/07/13 18:55,publish,"LOS CABOS, UN DESTINO EN CONSTANTE CRECIMIENTO","<p style=""text-align: justify;""><strong><a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/LC-en-constante-crecimiento.jpg""><img class=""alignleft size-medium wp-image-3737"" alt=""LC-en-constante-crecimiento"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/LC-en-constante-crecimiento-300x198.jpg"" width=""300"" height=""198"" /></a>MÌ©xico, D.F.; 2 de julio de 2013.-</strong> El dÌ_a de hoy, el licenciado RubÌ©n Reachi, Secretario de Turismo de Baja California Sur, junto con el licenciado Eduardo Segura Vehovec, Director del Fideicomiso de Turismo de Los Cabos presentaron, en conferencia de prensa, un panorama general del sector turÌ_stico de Los Cabos, en los temas de promociÌ_n turÌ_stica, indicadores de su comportamiento y evoluciÌ_n, asÌ_ como la conectividad aÌ©rea.</p>
<p style=""text-align: justify;"">RubÌ©n Reachi, informÌ_ que la tasa de crecimiento en Los Cabos durante los primeros cinco meses del aÌ±o en el turismo internacional es del 12%, la mÌÁs alta del paÌ_s; esto ha permitido la consolidaciÌ_n del destino, esto le permite al destino tener un futuro alentador, tomando en cuenta que el aÌ±o anterior fue el mejor aÌ±o para Los Cabos, rompiendo el rÌ©cord con un millÌ_n 509 mil turistas, este aÌ±o estÌÁbamos previendo al inicio un crecimiento del 4.5 al 5% y al cotejar con las cifras del Aeropuerto, se llegÌ_ al 6%, y es un aliento que al dÌ_a de hoy estemos llegando al 10.2%; lo que motiva a seguir trabajando como hasta ahora se ha venido haciendo.</p>
<p style=""text-align: justify;"">De enero a mayo de 2013 hubo un incremento de turistas internacionales llegando a un porcentaje del 20.7%.
Los Cabos continÌ¼a trabajando con su ComitÌ© de Rutas y se ha confirmado 9.2% mÌÁs de asientos de aviÌ_n disponibles para este destino. Lo que permite prever una cifra de 7.5% de crecimiento en el nÌ¼mero de turistas.</p>
<p style=""text-align: justify;"">De abril a octubre se tendrÌÁ un 30 por ciento mÌÁs de asientos disponibles, en los vuelos provenientes de Estados Unidos, lo que representa 40 mil asientos mÌÁs con respecto al mismo periodo en 2012.</p>
<p style=""text-align: justify;"">ReiterÌ_ que el crecimiento y consolidaciÌ_n de Los Cabos como destino turÌ_stico, se debe al compromiso y trabajo de todos los integrantes del sector, como son los empresarios turÌ_sticos de hotelerÌ_a tradicional y de tiempos compartidos, del gremio restaurantero, transportistas, comerciantes , entre otras instancias que inciden en su desarrollo, destacando tambiÌ©n la participaciÌ_n del Gobierno Estatal al asignar mayores recursos para la promociÌ_n turÌ_stica del destino derivados del impuesto al hospedaje, al pasar del 2 al 3% por iniciativa del Gobernador Marcos Covarrubias VillaseÌ±or.</p>
<p style=""text-align: justify;"">Esta iniciativa ha redituado favorablemente y dan indicios de que el prÌ_ximo aÌ±o deberÌÁ de ir por el mismo camino, recordando que en el 2013 se destinÌ_ un presupuesto de 115 millones de pesos, lo que constituye un rÌ©cord histÌ_rico en el monto de los recursos que se estÌÁn aplicando para promociÌ_n; destacando que el 93% se destinan a los destinos turÌ_sticos consolidados de Estados Unidos y CanadÌÁ, y un 7% hacia la apertura de nuevos mercados como EspaÌ±a, Inglaterra, Brasil, Colombia, Australia, Rusia, JapÌ_n y Corea como principales mercados emergentes.</p>
<p style=""text-align: justify;"">AdemÌÁs informÌ_ que con una inversiÌ_n de mil 200 millones de pesos, el nuevo Centro de Convenciones de Los Cabos generarÌÁn mil 500 empleos y vendrÌÁ acompaÌ±ado de la apertura de un hotel Holiday Inn Los Cabos, un Marriot San JosÌ© y un City Express.</p>
<p style=""text-align: justify;"">Por su parte el Lic. Eduardo Segura, mencionÌ_ el incremento en la llegada de turistas internacionales entre enero y mayo de este aÌ±o que fue del 20.7% en comparaciÌ_n del aÌ±o pasado en el mismo perÌ_odo.</p>
<p style=""text-align: justify;"">En cuanto a los objetivos, transparencia y destino de los fondos recaudados que se componen del impuesto al hospedaje, de la participaciÌ_n del Consejo de PromociÌ_n TurÌ_stica de MÌ©xico y de otros socios comerciales, el director del Fideicomiso de Turismo de Los Cabos comentÌ_ que toda la inversiÌ_n que se realiza en promociÌ_n, publicidad y relaciones pÌ¼blicas asÌ_ como los gastos de operaciÌ_n son transparentes y consensuados con los diferentes comitÌ©s y votantes del Fideicomiso que etiquetan todos y cada uno de los recursos que dispone.</p>
<p style=""text-align: justify;"">De enero a abril de este aÌ±o se ha alcanzado una cifra que supera los mÌÁs de 3.3 millones de dÌ_lares superando en mÌÁs del 100% lo recaudado en el 2012 en este mismo perÌ_odo.</p>
<p style=""text-align: justify;"">Este aÌ±o ha sido nombrado como un Destino Virtuoso, que lo confirma como uno de los destinos mÌÁs lujosos del mundo. Al formar parte del programa Virtuoso Preferred Destination, Los Cabos obtiene diversos beneficios como tener promociÌ_n en todas las agencias que forman parte del programa virtuoso alrededor del mundo y ademÌÁs de participar en su mÌÁximo evento ‰ÛÏVirtuoso Show Case‰Û que se llevarÌÁ a cabo el 12 de agosto en Las Vegas.</p>
<p style=""text-align: justify;"">La promociÌ_n a nivel nacional comenzÌ_ a partir del mes de mayo, en donde el Fideicomiso de Turismo de Los Cabos ha participado en una serie de eventos en la Ciudad de MÌ©xico, Guadalajara y Monterrey en donde se hace una presentaciÌ_n del destino en los distintos centros de reservaciÌ_n de las lÌ_neas aÌ©reas mÌÁs importantes, asÌ_ como seminarios a agentes de viajes y mayoristas, ademÌÁs de tener presencia en distintas expos y ferias turÌ_sticas, con esto es como la promociÌ_n nacional se refuerza.</p>
<p style=""text-align: justify;"">TambiÌ©n se estÌÁn abriendo nuevos mercados. En junio, Los Cabos tuvo una visita de familiarizaciÌ_n de un grupo de mayoristas provenientes de Rusia, dos cadenas televisivas de Brasil, un grupo de prensa y operadores turÌ_sticos de Colombia. Estas acciones son un esfuerzo para promover Los Cabos a nivel nacional e internacional.</p>
<p style=""text-align: justify;"">MencionÌ_ que tambiÌ©n se estÌÁ dando promociÌ_n a eventos de talla internacional, los cuales han tenido muy buenos resultados como el Ironman 2013, en el cual participaron alrededor mil 400 atletas provenientes de todas partes del mundo y el destino recibiÌ_ a mÌÁs de 10 mil visitantes, ademÌÁs de que ya se abrieron las inscripciones para el prÌ_ximo triatlÌ_n que serÌÁ el 30 de marzo de 2014.</p>
<p style=""text-align: justify;"">El Cabo Open of Surf en donde participaron 144 surfistas de todo el mundo, en la playa ‰ÛÏZippers‰Û en Costa Azul, este evento sin duda alguna posiciona al destino en el mundo como uno de los mejores escenarios para practicar este deporte. Este torneo estÌÁ firmado para dos aÌ±os mÌÁs, con la finalidad de tener un torneo Prime, que es la categorÌ_a top en el deporte del surf y convertir a Los Cabos en uno de los destinos mÌÁs importantes de LatinoamÌ©rica para surfistas de todo el mundo.</p>
<p style=""text-align: justify;"">En lo que resta del aÌ±o tendremos diversos eventos como el ‰ÛÏCabo Comedy Festival‰Û que tendrÌÁ lugar del 2 al 6 de octubre y que recaudarÌÁ fondos para el DIF local, el torneo ‰ÛÏBillfish‰Û en octubre, con una bolsa de tres millones de dÌ_lares, ‰ÛÏSabor a Cabo‰Û que tendrÌÁ lugar en diciembre y el ‰ÛÏBaja International Film Festival‰Û, que tendrÌÁ lugar del 13 al 19 de noviembre, sin duda estos eventos traerÌÁn grandes beneficios para el sector turÌ_stico de Los Cabos.</p>",,press-release,closed,closed,,
3545,17/07/13 18:59,publish,TURISMO DE AVENTURA Y ECOTURISMO EN LOS CABOS,"<p style=""text-align: justify;""><strong><a href=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Turismo-de-aventura.jpg""><img class=""alignleft size-medium wp-image-3741"" alt=""Turismo-de-aventura"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/08/Turismo-de-aventura-300x199.jpg"" width=""300"" height=""199"" /></a>MÌ©xico, D.F.; julio de 2013.-</strong> Los Cabos es uno de los destinos mÌÁs visitados del estado debido a sus riquezas atractivas que hacen que los turistas se liberen de toda presiÌ_n, sitios como ‰ÛÏEl Arco‰Û que es una gran atracciÌ_n y por sus diversas actividades como la pesca deportiva, la variada oferta de hoteles de lujo, centros nocturnos y restaurantes de alta cocina proporcionan a sus visitantes una estadÌ_a memorable.</p>
<p style=""text-align: justify;"">Los Cabos, se ubica en una zona donde se mezclan dos escenarios naturales completamente contrarios, el desierto ÌÁrido y la costa tropical que lo convierten en un destino perfecto para el eco-turismo y el turismo de aventura.</p>
<p style=""text-align: justify;"">Con inmejorables instalaciones, instrucciÌ_n profesional, bellos paisajes y con la infraestructura necesaria para gozar de la naturaleza, Los Cabos cuenta con todo tipo de actividades disponibles para cualquier gusto.</p>
<p style=""text-align: justify;""><strong>Excursiones Todo Terreno en Los Cabos</strong>
Los Cabos, localizado en el territorio mÌÁs austral de la penÌ_nsula de Baja California, cuenta con paisajes de belleza inigualable y con un tranquilo clima durante todo el aÌ±o, los cuales son mÌÁs que ideales para practicar una de las grandes atracciones de la regiÌ_n: las excursiones todo terreno.</p>
<p style=""text-align: justify;""><strong>Todo Terreno, 4X4 y ATV</strong>
Recorrer y explorar los paisajes de Los Cabos manejando en un vehÌ_culo todo terreno es una gran experiencia, estas excursiones son famosas en esta bellÌ_sima regiÌ_n llena de contrastes geogrÌÁficos, ya que pueden encontrarse prÌÁcticamente todos los ecosistemas: desierto, serranÌ_a, llanos, playas y dos espectaculares mares, el OcÌ©ano Pacifico y el Mar de CortÌ©s.</p>
<p style=""text-align: justify;"">Disfrutar de las vistas de los acantilados junto al mar, de extensos desiertos y caminos de rocas y terracerÌ_a en caÌ±ones mientras se maneja una moto 4x4. El desierto tiene mucho por descubrir, en estos recorridos se puede admirar la pintoresca plaza principal, los tradicionales liosos, la iglesia y conocer mÌÁs de cerca la cultura local, explorar la flora y fauna del desierto.</p>
<p style=""text-align: justify;"">Estos magnÌ_ficos escenarios naturales son el marco ideal para llevar a cabo travesÌ_as en ATV (vehÌ_culos todo terreno tambiÌ©n conocidos como cuatriciclo, cuatrimoto o quad), en vehÌ_culos 4x4, en Unimog (camiones todo terreno, 4x4 Mercedes-Benz), asÌ_ como en buggies o areneros.</p>
<p style=""text-align: justify;"">Existe en Los Cabos un sinfÌ_n de operadores de excursiones todo terreno que ofrecen pintorescas rutas disponibles, asÌ_ como de diferentes lapsos de duraciÌ_n en cada recorrido.</p>
<p style=""text-align: justify;""><strong>Tours ATV.</strong> Este es un paseo para aquellos intrÌ©pidos en busca de nuevas emociones que deseen disfrutar de paisajes desolados pero llenos de adrenalina. Durante estos recorridos es posible disfrutar de los paisajes del desierto, playa, montaÌ±as, dunas y pequeÌ±os poblados.</p>
<p style=""text-align: justify;""><strong>Senderismo</strong>
Hacer senderismo por el desierto es algo que se debe experimentar cuando se visite Los Cabos, existen diversas excursiones a los alrededores de la ciudad en donde se puede disfrutar de la regiÌ_n y admirar el paisaje de la Sierra de la Laguna.</p>
<p style=""text-align: justify;""><strong>Paseo a Caballo</strong>
Otra magnÌ_fica oportunidad para conocer Los Cabos de una manera diferente es montando a caballo, contemplar los bellos paisajes de la regiÌ_n, y disfrutar de los desiertos y playas de la penÌ_nsula teniendo como fondo una impactante puesta de sol.</p>
<p style=""text-align: justify;""><strong>Bicicleta de MontaÌ±a</strong>
Para los amantes de los deportes extremos, una bicicleta de montaÌ±a es ideal para pasar el dÌ_a saltando entre piedras y volando sobre la grava, deslizÌÁndose por los caminos de terracerÌ_a de los alrededores de Los Cabos.</p>
<p style=""text-align: justify;""><strong>Tirolesa y Bungee</strong>
Una aventura fascinante, con grandes dosis de adrenalina, actividades extremas y diversiÌ_n asegurada te aguarda en esta increÌ_ble atracciÌ_n de tirolesas, uno de los atractivos mÌÁs populares en Los Cabos y de los mÌÁs buscados por los viajeros aventureros que gustan de las nuevas experiencias y el contacto con la naturaleza.</p>
<p style=""text-align: justify;"">Los entusiastas del ecoturismo y el turismo de aventura, tendrÌÁn en Los Cabos diversas actividades con las que podrÌÁn pasar unas vacaciones irrepetibles.</p>
<p style=""text-align: justify;"">El bungee bombers en Los Cabos, es sin duda uno de los mÌÁs seguros y divertidos saltos de bungee que podrÌÁs hacer, ya que cuenta con gÌ_ndolas certificadas con fondo de vidrio, suspendida en el aire que llevan justo al medio del caÌ±Ì_n para saltar.</p>
<p style=""text-align: justify;""><strong>Kitesurfing y Paracaidismo</strong>
El kitesurfing es un deporte de deslizamiento que consiste en el uso de una cometa de tracciÌ_n, que estira al deportista por 4 Ì_ 5 lÌ_neas y un arnÌ©s, permitiendo deslizarse sobre el agua mediante una tabla Ì_ un esquÌ_ del tipo wakeboard diseÌ±ado para tal efecto.</p>
<p style=""text-align: justify;"">Este deporte se puede practicar en Los Barriles sin duda es un gran lugar para practicar kiteboarding, pero el mejor sitio es en La Ventana, en frente de la isla de Jacques Cousteau a 20 minutos de La Paz. Inmensas playas con infinidad de opciones, algunos lugares son ampliamente seguros y sin problemas para despegar.</p>
<p style=""text-align: justify;"">Los mejores meses son de octubre a marzo. Punta Abreojos ofrece excelentes olas, un lugar ideal para practicar el kitesurfing, los kiteboarderos toman ventaja de los predecibles vientos del noroeste.</p>
<p style=""text-align: justify;"">El Paracaidismo es para aquellos que tienen el deseo de sentir y experimentar lo que es volar, los vientos de Los Cabos son ideales para esta prÌÁctica, la resistencia del viento se convierte en una tranquilidad indescriptible que da paso a un espectÌÁculo difÌ_cil de olvidar: la punta de la penÌ_nsula de Baja California y toda la costa de Los Cabos.</p>
<p style=""text-align: justify;""><strong>Paseo en Barco</strong>
Otra experiencia extraordinaria es sentir la brisa marina sobre la cara mientras navegas sobre el mar de CortÌ©s, vivir una aventura en alta mar, pasear en un catamarÌÁn, disfrutar una cena en un crucero o en un barco tipo club nocturno.</p>
<p style=""text-align: justify;""><strong>Kayak</strong>
Remar en kayak es un excelente ejercicio para fortalecer los brazos y hombros teniendo como escenario las majestuosas playas de Los Cabos, el Medano, la playa del Amor, El Chileno o el Corredor TurÌ_stico, ademÌÁs de tener la oportunidad de ver peces, manta rayas o ballenas nadando a corta distancia.
Esnorquelear y Bucear</p>
<p style=""text-align: justify;"">Estas dos son magnificas opciones para explorar el mundo subacuÌÁtico de Los Cabos en donde se pueden ver peces exÌ_ticos de muchos colores, leones marinos e infinidad de especies marinas por descubrir. El famoso explorador Jaques Costeau llamÌ_ al Mar de CortÌ©s ‰ÛÏEl Acuario del Mundo‰Û, sin duda es uno de los ecosistemas mÌÁs ricos del mundo, aquÌ_ los buzos experimentados podrÌÁn explorar y disfrutar de la paz del mar.</p>
<p style=""text-align: justify;""><strong>Surf y Boogie</strong>
Para aquellos que practican surf, el mar es parte de su cuerpo y el viento es una extensiÌ_n de sus manos, en Los Cabos es posible encontrar excelentes lugares para practicar este deporte, ya que, tanto en el Mar de CortÌ©s como en el OcÌ©ano PacÌ_fico existen grandes olas, ideales para los surfistas.</p>
<p style=""text-align: justify;"">Los lugares en donde se puede practicar el surf son: la playa Acapulquito para aquellos que comienzan a practicarlo; Costa Azul en San JosÌ© del Cabo, mejor conocida como ‰ÛÏZipper‰Û en donde se pueden encontrar olas fuertes y rÌÁpidas entre abril y noviembre; olas grandes de izquierda en un extremo de la bahÌ_a el Medano en Monumento, Los Cerritos y San Pedrito en Todos Santos son lugares donde se reÌ¼nen surfistas nacionales y extranjeros gracias a sus famosas olas que surgen todo el aÌ±o.</p>
<p style=""text-align: justify;"">Otro deporte que se puede practicar en las olas de Los Cabos es el Boogie o Bodyboarding, un deporte basado en el deslizamiento deslizamiento sobre la superficie aun sin romper de una ola con una tabla de espuma sintÌ©tica de alrededor de 1 metro de largo.</p>",,press-release,closed,closed,,
